FileNum,Date,Time,Size,FileName,RelPath,AbsPath,Code
1,09/05/2013,09:24 PM,1970,BrBdPwrSply-cache.lib,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply-cache.lib,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,1970,BrBdPwrSply-cache.lib,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply-cache.lib,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,53578,BrBdPwrSply-x2-2013-01-04-185008.jpg,\BrBdPwrSply\pictures,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\pictures,name/size/path match
2,03/23/2013,11:59 PM,53578,BrBdPwrSply-x2-2013-01-04-185008.jpg,\BrBdPwrSply\pictures,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\pictures,name/size/path match
1,09/05/2013,09:24 PM,26672,BrBdPwrSply.000,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,26672,BrBdPwrSply.000,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,6805,BrBdPwrSply.bak,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,6805,BrBdPwrSply.bak,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,26674,BrBdPwrSply.brd,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,26674,BrBdPwrSply.brd,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,26674,BrBdPwrSply.brd,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,26674,BrBdPwrSply.brd,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,1154,BrBdPwrSply.cmp,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,1154,BrBdPwrSply.cmp,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,1154,BrBdPwrSply.cmp,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,1154,BrBdPwrSply.cmp,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,721,BrBdPwrSply.csv,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\parts,name/size/path match
2,03/23/2013,11:59 PM,721,BrBdPwrSply.csv,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\parts,name/size/path match
1,09/05/2013,09:25 PM,1970,BrBdPwrSply.lib,\GVSDuino\GVSDuino-V1,C:\Users\Doug\Documents\DougsPCBDesigns\GVSDuino\GVSDuino-V1,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply.lib,\GVSDuino\GVSDuino-V1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\GVSDuino\GVSDuino-V1,name/size/path match
1,09/05/2013,09:25 PM,1970,BrBdPwrSply.lib,\GVSDuino\GVSDuino-X2,C:\Users\Doug\Documents\DougsPCBDesigns\GVSDuino\GVSDuino-X2,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply.lib,\GVSDuino\GVSDuino-X2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\GVSDuino\GVSDuino-X2,name/size/path match
1,09/05/2013,09:27 PM,1970,BrBdPwrSply.lib,\MiniDuino,C:\Users\Doug\Documents\DougsPCBDesigns\MiniDuino,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply.lib,\MiniDuino,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\MiniDuino,name/size/path match
1,09/05/2013,09:27 PM,1970,BrBdPwrSply.lib,\MiniDuino\MiniDuino-V1,C:\Users\Doug\Documents\DougsPCBDesigns\MiniDuino\MiniDuino-V1,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSply.lib,\MiniDuino\MiniDuino-V1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\MiniDuino\MiniDuino-V1,name/size/path match
1,09/05/2013,09:24 PM,1116,BrBdPwrSply.net,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,1116,BrBdPwrSply.net,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,1116,BrBdPwrSply.net,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,1116,BrBdPwrSply.net,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,14651,BrBdPwrSply.ods,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\parts,name/size/path match
2,03/23/2013,11:59 PM,14651,BrBdPwrSply.ods,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\parts,name/size/path match
1,09/05/2013,09:24 PM,87024,BrBdPwrSply.png,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\parts,name/size/path match
2,03/23/2013,11:59 PM,87024,BrBdPwrSply.png,\BrBdPwrSply\parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\parts,name/size/path match
1,09/05/2013,09:24 PM,1229,BrBdPwrSply.pro,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,1229,BrBdPwrSply.pro,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,1229,BrBdPwrSply.pro,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,1229,BrBdPwrSply.pro,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,6805,BrBdPwrSply.sch,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,6805,BrBdPwrSply.sch,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,6805,BrBdPwrSply.sch,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,6805,BrBdPwrSply.sch,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,327,BrBdPwrSply.stf,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
2,03/23/2013,11:59 PM,327,BrBdPwrSply.stf,\BrBdPwrSply\BrBdPwrSplyV0,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV0,name/size/path match
1,09/05/2013,09:24 PM,327,BrBdPwrSply.stf,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
2,03/23/2013,11:59 PM,327,BrBdPwrSply.stf,\BrBdPwrSply\BrBdPwrSplyV1,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1,name/size/path match
1,09/05/2013,09:24 PM,11172,BrBdPwrSply.zip,\BrBdPwrSply\BrBdPwrSplyV1\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV1\plots,name/size/path match
2,03/23/2013,11:59 PM,11172,BrBdPwrSply.zip,\BrBdPwrSply\BrBdPwrSplyV1\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV1\plots,name/size/path match
1,09/05/2013,09:24 PM,1970,BrBdPwrSplyV2-cache.lib,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSplyV2-cache.lib,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,26800,BrBdPwrSplyV2.brd,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,26800,BrBdPwrSplyV2.brd,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,1154,BrBdPwrSplyV2.cmp,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,1154,BrBdPwrSplyV2.cmp,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,695,BrBdPwrSplyV2.csv,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,695,BrBdPwrSplyV2.csv,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,1116,BrBdPwrSplyV2.net,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,1116,BrBdPwrSplyV2.net,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,1032,BrBdPwrSplyV2.pro,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,1032,BrBdPwrSplyV2.pro,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,6778,BrBdPwrSplyV2.sch,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
2,03/23/2013,11:59 PM,6778,BrBdPwrSplyV2.sch,\BrBdPwrSply\BrBdPwrSplyV2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2,name/size/path match
1,09/05/2013,09:24 PM,8693,BrBdPwrSplyV3-Back.gbl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,8693,BrBdPwrSplyV3-Back.gbl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,18517,BrBdPwrSplyV3-Front.gtl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,18517,BrBdPwrSplyV3-Front.gtl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,586,BrBdPwrSplyV3-Mask_Back.gbs,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,586,BrBdPwrSplyV3-Mask_Back.gbs,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,1136,BrBdPwrSplyV3-Mask_Front.gts,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,1136,BrBdPwrSplyV3-Mask_Front.gts,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,444,BrBdPwrSplyV3-PCB_Edges.gbr,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,444,BrBdPwrSplyV3-PCB_Edges.gbr,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,7256,BrBdPwrSplyV3-SilkS_Back.gbo,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,7256,BrBdPwrSplyV3-SilkS_Back.gbo,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,15159,BrBdPwrSplyV3-SilkS_Front.gto,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,15159,BrBdPwrSplyV3-SilkS_Front.gto,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,1970,BrBdPwrSplyV3-cache.lib,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,1970,BrBdPwrSplyV3-cache.lib,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,27738,BrBdPwrSplyV3.000,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,27738,BrBdPwrSplyV3.000,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,27738,BrBdPwrSplyV3.brd,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,27738,BrBdPwrSplyV3.brd,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,1151,BrBdPwrSplyV3.cmp,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,1151,BrBdPwrSplyV3.cmp,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,313,BrBdPwrSplyV3.drl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,313,BrBdPwrSplyV3.drl,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,1104,BrBdPwrSplyV3.net,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,1104,BrBdPwrSplyV3.net,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,1020,BrBdPwrSplyV3.pro,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,1020,BrBdPwrSplyV3.pro,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,5999,BrBdPwrSplyV3.sch,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply,name/size/path match
2,03/23/2013,11:59 PM,5999,BrBdPwrSplyV3.sch,\BrBdPwrSply,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply,name/size/path match
1,09/05/2013,09:24 PM,10796,BrBdPwrSplyX3.zip,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\plots,name/size/path match
2,03/23/2013,11:59 PM,10796,BrBdPwrSplyX3.zip,\BrBdPwrSply\plots,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\plots,name/size/path match
1,09/05/2013,09:24 PM,11357,BreadBdPS-X2.zip,\BrBdPwrSply\BrBdPwrSplyV2\plots_X2,C:\Users\Doug\Documents\DougsPCBDesigns\BrBdPwrSply\BrBdPwrSplyV2\plots_X2,name/size/path match
2,03/23/2013,11:59 PM,11357,BreadBdPS-X2.zip,\BrBdPwrSply\BrBdPwrSplyV2\plots_X2,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\BrBdPwrSply\BrBdPwrSplyV2\plots_X2,name/size/path match
1,09/05/2013,09:26 PM,1132,C0603.wings,\KiCAD\modules\packages3d\smd\capacitors\C0603,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\modules\packages3d\smd\capacitors\C0603,name/size/path match
2,03/23/2013,11:59 PM,1132,C0603.wings,\KiCAD\modules\packages3d\smd\capacitors\C0603,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\modules\packages3d\smd\capacitors\C0603,name/size/path match
1,09/05/2013,09:26 PM,5700,C0603.wrl,\KiCAD\modules\packages3d\smd\capacitors\C0603,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\modules\packages3d\smd\capacitors\C0603,name/size/path match
2,03/23/2013,11:59 PM,5700,C0603.wrl,\KiCAD\modules\packages3d\smd\capacitors\C0603,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\modules\packages3d\smd\capacitors\C0603,name/size/path match
1,09/05/2013,09:26 PM,1077,C0805.wings,\KiCAD\modules\packages3d\smd\capacitors\C0805,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\modules\packages3d\smd\capacitors\C0805,name/size/path match
2,03/23/2013,11:59 PM,1077,C0805.wings,\KiCAD\modules\packages3d\smd\capacitors\C0805,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\modules\packages3d\smd\capacitors\C0805,name/size/path match
1,09/05/2013,09:26 PM,5682,C0805.wrl,\KiCAD\modules\packages3d\smd\capacitors\C0805,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\modules\packages3d\smd\capacitors\C0805,name/size/path match
2,03/23/2013,11:59 PM,5682,C0805.wrl,\KiCAD\modules\packages3d\smd\capacitors\C0805,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\modules\packages3d\smd\capacitors\C0805,name/size/path match
1,09/05/2013,09:27 PM,160004,C4V3,\SMPS\Parts,C:\Users\Doug\Documents\DougsPCBDesigns\SMPS\Parts,name/size/path match
2,03/24/2013,12:00 AM,160004,C4V3,\SMPS\Parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\SMPS\Parts,name/size/path match
1,09/05/2013,09:25 PM,14106,CAPSYM.lib,\KiCAD\library\Orcad Capture Schematic libraries,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\library\Orcad Capture Schematic libraries,name/size/path match
2,04/27/2013,12:18 PM,14106,CAPSYM.lib,\KiCAD\library\Orcad Capture Schematic libraries,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\library\Orcad Capture Schematic libraries,name/size/path match
1,09/05/2013,09:25 PM,1261007,CDM20802,\FTDI-USB-TTL\parts\Windows_Drivers,C:\Users\Doug\Documents\DougsPCBDesigns\FTDI-USB-TTL\parts\Windows_Drivers,name/size/path match
2,03/23/2013,11:59 PM,1261007,CDM20802,\FTDI-USB-TTL\parts\Windows_Drivers,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\FTDI-USB-TTL\parts\Windows_Drivers,name/size/path match
1,09/05/2013,09:25 PM,1728496,CDM20802_Setup.exe,\FTDI-USB-TTL\parts\Windows_Drivers,C:\Users\Doug\Documents\DougsPCBDesigns\FTDI-USB-TTL\parts\Windows_Drivers,name/size/path match
2,03/23/2013,11:59 PM,1728496,CDM20802_Setup.exe,\FTDI-USB-TTL\parts\Windows_Drivers,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\FTDI-USB-TTL\parts\Windows_Drivers,name/size/path match
1,09/05/2013,09:25 PM,325412,CDMUninstaller_v1.4.zip,\FTDI-USB-TTL\parts\Utilities,C:\Users\Doug\Documents\DougsPCBDesigns\FTDI-USB-TTL\parts\Utilities,name/size/path match
2,03/23/2013,11:59 PM,325412,CDMUninstaller_v1.4.zip,\FTDI-USB-TTL\parts\Utilities,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\FTDI-USB-TTL\parts\Utilities,name/size/path match
1,09/05/2013,09:25 PM,12098,CDM_Uninst_GUI_Readme.htm,\FTDI-USB-TTL\parts\Utilities,C:\Users\Doug\Documents\DougsPCBDesigns\FTDI-USB-TTL\parts\Utilities,name/size/path match
2,03/23/2013,11:59 PM,12098,CDM_Uninst_GUI_Readme.htm,\FTDI-USB-TTL\parts\Utilities,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\FTDI-USB-TTL\parts\Utilities,name/size/path match
1,09/05/2013,09:27 PM,150849,CDRH4D18C.pdf,\LiPo5V,C:\Users\Doug\Documents\DougsPCBDesigns\LiPo5V,name/size/path match
2,03/23/2013,11:59 PM,150849,CDRH4D18C.pdf,\LiPo5V,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\LiPo5V,name/size/path match
1,09/05/2013,09:25 PM,121839,CN0120.pdf,\HVDigitalPot2\parts,C:\Users\Doug\Documents\DougsPCBDesigns\HVDigitalPot2\parts,name/size/path match
2,03/23/2013,11:59 PM,121839,CN0120.pdf,\HVDigitalPot2\parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\HVDigitalPot2\parts,name/size/path match
1,09/05/2013,09:25 PM,536,CNT-RJ45.lib,\KiCAD\library,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\library,name/size/path match
2,03/23/2013,11:59 PM,536,CNT-RJ45.lib,\KiCAD\library,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\library,name/size/path match
2,04/27/2013,12:20 PM,17,COMMIT_EDITMSG,\.git,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\.git,Missing file
1,09/05/2013,09:25 PM,267508,COUNTER.lib,\KiCAD\library\Orcad Capture Schematic libraries,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\library\Orcad Capture Schematic libraries,name/size/path match
2,04/27/2013,12:18 PM,267508,COUNTER.lib,\KiCAD\library\Orcad Capture Schematic libraries,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\library\Orcad Capture Schematic libraries,name/size/path match
1,09/05/2013,09:27 PM,139674,CR1220,\OneWireLogger\Parts,C:\Users\Doug\Documents\DougsPCBDesigns\OneWireLogger\Parts,name/size/path match
2,05/24/2013,10:04 PM,139674,CR1220,\OneWireLogger\Parts,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\OneWireLogger\Parts,name/size/path match
1,09/05/2013,09:25 PM,1211211,CS43L21.pdf,\KiCAD\library\doc\digital-audio,C:\Users\Doug\Documents\DougsPCBDesigns\KiCAD\library\doc\digital-audio,name/size/path match
2,03/23/2013,11:59 PM,1211211,CS43L21.pdf,\KiCAD\library\doc\digital-audio,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\KiCAD\library\doc\digital-audio,name/size/path match
1,09/05/2013,09:27 PM,101201,Candy,\ToidUino\parts\pictures,C:\Users\Doug\Documents\DougsPCBDesigns\ToidUino\parts\pictures,name/size/path match
2,03/24/2013,12:00 AM,101201,Candy,\ToidUino\parts\pictures,C:\Users\Doug\Documents\DougsPCBDesigns-OLD\ToidUino\parts\pictures,name/size/path match
1,09/05/2013,09:27 PM,79330,Cap,\LED-Lamp\parts,C:\Users\Doug\Documents\DougsPCBDesigns\LED-Lamp\parts,name/size/path match
